,WINS,LOSSES,GAMES,POSSESSIONS,OPPPOSSESSIONS,ORTG,DRTG,OPPFGMPG,OPPPOINTSPG,OPPFGAPG,OPPFGM3PG,OPPFGA3PG,OPPORPG,OPPDRPG,OPPASTPG,OPPTOPG,OPPSTLPG,OPPBLKPG,OPPPFPG,OPPFTMPG,OPPFTAPG,FGMPG,POINTSPG,FGAPG,FGM3PG,FGA3PG,ORPG,DRPG,ASTPG,TOPG,STLPG,BLKPG,PFPG,FTMPG,FTAPG,Team1,Team2,Team1Wins?
10,2.0,-1.0,1.0,-7.012499999999932,8.012500000000045,-5.216829296210705,-6.471880824136079,-3.1317733990147794,-6.204433497536947,-7.954433497536947,-1.610837438423645,-4.879310344827585,-3.9199507389162562,1.0147783251231495,-1.067733990147783,2.913793103448276,0.1564039408866993,0.2943349753694582,-0.5431034482758612,-1.597290640394089,-1.3842364532019715,-3.0073891625615765,-5.786945812807886,-3.525862068965516,-0.4753694581280783,-0.4913793103448274,-1.0381773399014786,0.23891625615763346,-0.9076354679802972,0.3596059113300498,1.9655172413793105,0.839901477832512,-0.26354679802955516,-2.5578817733990125,-1.4692118226600996,1221.0,1266.0,1.0
11,3.0,-4.0,-1.0,-21.987500000000182,-43.47499999999991,10.58845494985097,9.207417565796447,-0.19569892473118244,6.373118279569894,-6.135483870967747,0.3935483870967742,-2.9602150537634433,-1.9279569892473134,-0.32473118279569846,-0.4688172043010752,2.7064516129032263,-1.736559139784946,-0.8301075268817204,1.2043010752688161,1.6139784946236553,1.8817204301075243,1.205376344086023,7.329032258064522,-1.3268817204301087,-1.3838709677419354,-5.134408602150538,-2.650537634408602,-3.436559139784947,-0.17526881720430154,-1.112903225806452,2.256989247311828,-1.1225806451612899,2.462365591397848,1.7322580645161292,1.2387096774193544,1356.0,1281.0,1.0
12,-1.0,2.0,1.0,62.9375,46.674999999999955,-2.482541962339866,-2.4827913532280377,2.907526881720429,-0.8096774193548413,10.307526881720435,0.1591397849462366,0.0,2.3774193548387093,1.9064516129032256,2.3258064516129036,-4.202150537634408,-1.2182795698924727,1.016129032258065,-1.5817204301075272,-4.713978494623655,-6.3580645161290334,-0.040860215053761806,-0.6516129032258107,3.044086021505379,0.5236559139784953,-0.025806451612904624,-0.14623655913978517,3.870967741935484,-0.19677419354838932,-2.092473118279571,-1.3483870967741947,2.045161290322581,-3.907526881720429,2.554838709677419,1.4053763440860223,1323.0,1454.0,0.0
13,4.0,-4.0,0.0,-121.30000000000007,-108.29999999999995,17.63158456687566,6.649742738852638,-2.3999999999999986,-1.2666666666666657,-4.566666666666663,-2.7333333333333334,-7.633333333333333,-3.833333333333332,1.1999999999999993,-1.5999999999999996,-3.6999999999999993,-4.533333333333332,-0.5,-4.199999999999999,-3.566666666666668,-5.866666666666667,0.466666666666665,5.366666666666667,2.1666666666666643,2.3,3.4999999999999982,-0.8333333333333339,0.6999999999999993,3.8999999999999986,-7.666666666666664,-1.0666666666666664,0.8666666666666667,-2.133333333333333,-4.866666666666669,-7.199999999999999,1328.0,1354.0,0.0
14,6.0,-3.0,3.0,43.91250000000002,48.03750000000002,10.845709311906887,7.871889628221211,-2.490783410138249,2.514976958525345,-2.375576036866363,-0.9723502304147464,0.07834101382488257,0.10138248847926157,-0.3122119815668185,-1.9873271889400925,-2.114055299539171,-1.2188940092165899,-1.138248847926267,-3.432027649769587,1.3502304147465445,1.3248847926267295,0.43087557603686477,4.264976958525345,4.496543778801843,0.006912442396313168,1.3513824884792633,2.2062211981566815,-1.2281105990783416,-1.7476958525345623,-3.855990783410137,0.12327188940092171,-0.0737327188940089,-1.6267281105990783,-3.289170506912443,-5.547235023041477,1390.0,1360.0,0.0
15,2.0,-4.0,-2.0,-135.25,-138.6624999999999,13.619761855897409,15.479334355728781,0.6384872080089004,6.609566184649616,-2.026696329254726,0.31813125695216904,-1.919911012235815,-0.6017797552836477,-3.433815350389324,0.14794215795328114,-2.557285873192436,-1.1401557285873194,0.15016685205784208,1.0144605116796441,-0.5428253615127918,-1.6718576195773096,-1.9043381535038932,4.740823136818683,-2.825361512791993,0.8720800889877642,2.53948832035595,2.321468298109009,-2.634037819799776,0.4327030033370427,-1.0122358175750836,-2.2013348164627367,-2.0689655172413794,0.2636262513904306,2.2135706340378185,3.406006674082313,1173.0,1409.0,1.0
16,3.0,-3.0,-0.0,55.487499999999955,61.92500000000007,4.936766559306733,14.693417227300742,2.517241379310345,12.96551724137931,2.4827586206896584,0.9655172413793105,2.551724137931034,1.8965517241379306,0.03448275862069039,1.7586206896551726,1.6206896551724146,0.5862068965517242,0.4137931034482758,3.1724137931034484,2.482758620689655,4.344827586206895,-0.4137931034482776,7.241379310344826,-1.0344827586206904,-0.137931034482758,0.8275862068965516,0.03448275862069039,0.20689655172413524,0.9655172413793114,1.931034482758621,-0.2068965517241379,-2.1724137931034484,4.03448275862069,4.448275862068966,6.241379310344829,1451.0,1458.0,1.0
17,-4.0,5.0,1.0,63.83749999999998,61.799999999999955,-11.229667364598384,-4.502395508912954,3.6620689655172427,-1.57931034482759,2.081609195402301,1.4172413793103456,4.0793103448275865,-1.2494252873563223,-1.3310344827586178,1.2873563218390807,0.5586206896551733,1.6264367816091951,0.04597701149425282,-0.2804597701149447,-2.4505747126436788,-4.156321839080459,1.45862068965517,-5.772413793103446,0.28620689655172526,-2.4011494252873566,-5.52873563218391,0.7609195402298852,-1.5712643678160916,-0.5999999999999996,2.9689655172413794,0.8264367816091953,-0.5850574712643679,-2.3919540229885037,-1.036781609195403,-0.9218390804597689,1120.0,1386.0,0.0
18,-3.0,4.0,1.0,121.13750000000005,127.33749999999998,-13.993560353048423,-16.87413372903775,-1.301149425287356,-5.858620689655176,2.5459770114942515,1.3367816091954028,4.794252873563217,0.45172413793103416,-0.07356321839080593,0.3459770114942522,4.100000000000001,2.974712643678161,0.13793103448275845,0.33908045977011625,0.5011494252873572,0.5999999999999996,2.2643678160919514,-3.0195402298850524,5.144827586206894,-2.9160919540229884,-5.662068965517243,4.8390804597701145,4.220689655172414,1.5344827586206904,5.219540229885057,2.3885057471264357,1.871264367816092,-0.16896551724138043,-0.03218390804597604,1.0816091954022973,1280.0,1139.0,1.0
19,-3.0,-1.0,-4.0,-117.59999999999991,-110.86249999999995,-9.114838427191032,-3.72033314967598,-1.744324970131423,-1.2819593787335677,0.7048984468339299,-0.36200716845878134,-0.4086021505376358,1.3655913978494638,0.2951015531660701,0.3727598566308252,-0.17562724014336872,0.5531660692951021,-0.8637992831541221,1.8769414575866215,4.432497013142173,5.666666666666668,-2.6391875746714426,-4.765830346475504,-3.1457586618876903,-2.195937873357228,-4.054958183990443,-0.02867383512544741,1.7048984468339299,-0.8267622461170827,2.316606929510156,0.040621266427717906,1.4958183990442055,2.6893667861409796,3.3488649940262825,4.583034647550779,1358.0,1196.0,1.0
20,-3.0,-1.0,-4.0,-119.77500000000009,-128.82500000000005,-2.827940990975989,-3.3642285645100714,-1.03125,-1.8214285714285694,-3.34375,1.6383928571428568,2.7678571428571423,-1.2321428571428577,-1.5133928571428577,-0.2901785714285712,3.3571428571428577,-0.8080357142857144,-0.3526785714285716,-0.90625,-1.5758928571428577,-2.0446428571428577,0.5982142857142847,-1.4107142857142847,2.2410714285714306,-1.1741071428571432,-1.7678571428571423,2.352678571428571,-1.696428571428573,-1.7053571428571423,1.7857142857142865,2.1696428571428568,-1.5580357142857144,-0.0267857142857153,-1.2678571428571423,-1.696428571428573,1104.0,1231.0,1.0
21,-10.0,10.0,-0.0,-8.987499999999955,-13.700000000000045,-27.95714460939834,-13.191508025667488,2.59375,-9.6875,-2.09375,0.84375,0.84375,-0.625,1.625,5.34375,0.375,0.5625,0.25,1.65625,0.28125,0.5,-4.03125,-20.0,-4.46875,0.59375,2.0,-1.1875,-3.25,-2.8125,1.84375,0.375,-3.28125,1.96875,1.1875,1.84375,1237.0,1246.0,1.0
22,4.0,-1.0,3.0,174.9375000000001,177.6624999999999,11.483631076649061,-2.016174001327812,-1.7629629629629626,2.518518518518519,-0.81111111111111,-1.196296296296297,-0.8222222222222229,1.200000000000001,1.0814814814814824,-1.4000000000000004,3.3999999999999986,-1.0481481481481483,-0.825925925925926,2.340740740740742,5.485185185185186,7.699999999999999,4.411111111111108,12.685185185185183,8.75925925925926,2.4333333333333336,6.214814814814812,2.5703703703703695,0.87777777777778,3.192592592592595,-1.8555555555555543,0.16296296296296298,0.06666666666666643,4.0,0.8740740740740733,1.1000000000000014,1257.0,1122.0,0.0
23,-5.0,3.0,-2.0,37.27500000000009,48.02499999999998,-6.878313952409272,-8.62397788614635,1.9952380952380935,-0.5333333333333314,8.338095238095235,0.833333333333333,2.1857142857142833,2.821428571428571,0.07380952380952266,1.8595238095238091,1.3880952380952394,1.5761904761904768,2.0119047619047623,1.7428571428571438,2.4333333333333336,2.659523809523808,3.395238095238092,2.3809523809523725,6.9571428571428555,-0.016666666666666607,-1.4357142857142833,3.783333333333333,3.616666666666667,4.226190476190476,2.640476190476191,1.692857142857143,4.707142857142857,0.5666666666666664,2.6452380952380956,3.3714285714285737,1268.0,1423.0,0.0
24,1.0,-1.0,-0.0,104.29999999999995,93.37500000000011,6.3076151622134375,8.30379642295658,5.225806451612904,10.12903225806452,13.032258064516128,0.967741935483871,2.7096774193548363,4.193548387096774,2.967741935483872,2.161290322580644,-1.741935483870968,-0.35483870967741904,0.06451612903225801,-0.35483870967741993,-2.32258064516129,-2.258064516129032,4.161290322580648,9.548387096774192,10.225806451612904,0.06451612903225801,1.870967741935484,3.806451612903226,3.70967741935484,-0.2258064516129039,-0.548387096774194,-0.25806451612903203,2.9354838709677424,-2.3225806451612883,-0.0967741935483879,1.8064516129032242,1160.0,1277.0,1.0
25,2.0,-4.0,-2.0,-124.98749999999995,-117.29999999999995,14.015239101566962,7.712629578786746,-1.0549169859514684,2.1864623243933607,-4.346104725415074,1.2298850574712636,3.1047254150702432,-4.733077905491699,-0.9693486590038347,0.9629629629629637,-2.3512132822477643,-0.05747126436781613,-1.3269476372924651,-0.1455938697318011,-1.9195402298850581,-3.5044699872286067,-0.6551724137931032,5.750957854406124,-3.8952745849297585,4.137931034482759,8.886334610472542,-3.0459770114942515,0.11621966794380612,2.610472541507024,-1.6551724137931032,-1.607918263090676,-3.438058748403576,-2.3601532567049794,-1.3665389527458487,-3.5670498084291182,1335.0,1329.0,1.0
26,5.0,-6.0,-1.0,-60.075000000000045,-65.91250000000002,14.526467059959444,-0.6368558239511231,-5.920430107526883,-1.8870967741935516,-3.891397849462365,-0.8956989247311826,1.1107526881720418,-0.6354838709677413,-1.6215053763440856,-2.9000000000000004,0.7150537634408618,-1.3505376344086013,0.6537634408602151,1.2268817204301108,0.11827956989247213,1.0129032258064505,-0.3591397849462368,8.260215053763439,-4.177419354838712,-0.6655913978494628,-0.5559139784946261,-0.6999999999999993,3.011827956989247,1.6698924731182778,0.13225806451612954,0.5505376344086015,1.2935483870967737,0.38602150537634117,0.435483870967742,3.5096774193548406,1338.0,1447.0,0.0
27,-3.0,0.0,-3.0,-71.22499999999991,-77.03750000000002,-6.863422342736499,-0.8910916913243199,-0.26382488479262634,0.775345622119815,-1.6290322580645196,-0.9331797235023043,-1.346774193548388,-0.6797235023041477,2.044930875576039,1.6094470046082936,0.8444700460829484,-1.9585253456221192,1.3375576036866361,3.334101382488477,3.807603686635945,3.9953917050691246,-3.056451612903224,-3.024193548387096,-0.6716589861751103,-1.6347926267281112,-2.080645161290324,-0.2200460829493096,-1.0518433179723488,-4.137096774193548,-0.04953917050691281,-0.8214285714285712,-1.2327188940092166,3.466589861751153,6.271889400921658,5.629032258064516,1345.0,1261.0,0.0
28,-1.0,1.0,-0.0,-13.599999999999909,-5.800000000000182,-7.5575267099805785,-5.589992800767263,-2.137931034482758,-4.586206896551722,-9.206896551724135,-2.586206896551724,-8.965517241379308,-3.1724137931034466,0.7586206896551744,-4.206896551724137,3.275862068965518,0.4137931034482758,1.2068965517241383,0.9655172413793096,4.724137931034482,4.96551724137931,-3.31034482758621,-6.103448275862064,-4.655172413793103,0.2758620689655178,-0.03448275862069039,-3.0,-3.586206896551726,-1.1034482758620676,0.5862068965517242,0.862068965517242,-3.379310344827586,5.344827586206897,2.413793103448274,0.27586206896551957,1264.0,1393.0,1.0
29,-9.0,10.0,1.0,30.987499999999955,39.9375,-27.82557179896375,-10.257498558970113,3.4359605911330036,-7.248768472906406,1.7512315270935943,1.513546798029557,3.1157635467980285,0.7955665024630534,0.8275862068965516,4.6477832512315285,-1.3509852216748772,1.8633004926108372,1.0985221674876846,-1.7746305418719217,1.3842364532019698,1.5160098522167509,-3.620689655172413,-19.672413793103445,-5.635467980295566,0.625615763546798,1.2142857142857153,-3.9027093596059093,-2.970443349753694,-1.4655172413793096,2.77832512315271,0.6761083743842358,-0.8571428571428572,-1.25369458128079,-1.0344827586206904,-2.8546798029556655,1421.0,1400.0,1.0
30,-0.0,2.0,2.0,277.0374999999999,282.7750000000001,-1.726001148120318,-1.5331265057937884,5.675000000000001,9.600000000000001,11.952083333333334,1.1208333333333336,2.0749999999999993,3.1187500000000004,2.854166666666668,1.583333333333334,4.183333333333334,0.4354166666666668,1.1020833333333333,-0.19375000000000142,1.4979166666666668,1.6958333333333329,5.427083333333332,11.44166666666667,11.266666666666666,1.833333333333333,4.233333333333334,1.2416666666666671,1.3000000000000007,4.268750000000001,2.5187500000000007,3.364583333333333,-0.9854166666666666,0.8374999999999986,2.7979166666666675,1.8562499999999993,1332.0,1428.0,1.0
31,7.0,-5.0,2.0,-33.77499999999998,-33.9375,20.506415486632037,9.116182574221966,-3.900383141762454,0.6909323116219639,-2.7228607918263066,0.3716475095785441,2.424010217113665,-1.403575989782885,-3.1736909323116222,-4.371647509578544,-5.268199233716475,-0.9169859514687095,-1.2401021711366544,1.4789272030651333,-2.431673052362708,-2.3077905491698587,-1.9361430395913146,8.181353767560658,-4.166028097062579,0.8812260536398471,2.538952745849299,0.7586206896551726,2.893997445721581,0.5491698595146879,-3.637292464878671,-4.289910600255428,-0.8799489144316732,-1.0357598978288642,1.7011494252873582,1.8058748403575997,1448.0,1190.0,0.0
32,-0.0,-0.0,-0.0,51.0625,46.73750000000018,-4.02298601108636,-0.5764935918348613,-0.1666666666666643,2.3333333333333357,-1.3666666666666671,1.8666666666666663,4.533333333333331,1.166666666666666,3.533333333333335,2.7333333333333325,3.7333333333333343,-0.33333333333333304,1.0333333333333337,-1.9666666666666686,3.0666666666666664,4.033333333333335,1.4333333333333336,0.4000000000000057,6.133333333333326,3.033333333333333,10.566666666666666,1.1333333333333329,-0.8000000000000007,-1.3333333333333321,0.6999999999999993,4.066666666666666,2.166666666666667,0.8333333333333339,-4.766666666666666,-4.833333333333332,1407.0,1462.0,1.0
33,-2.0,5.0,3.0,0.7000000000000455,8.1875,-11.416776930777573,-5.192995303606779,-2.4539170506912455,-9.635944700460826,-8.420506912442399,1.1301843317972349,0.06797235023041281,-3.0103686635944698,-2.2857142857142847,-1.7223502304147456,-1.9861751152073737,0.9389400921658986,-0.2960829493087558,-1.2972350230414769,1.7211981566820285,1.0276497695852527,-4.256912442396313,-15.412442396313367,-10.2626728110599,0.12557603686635943,-1.0069124423963132,-3.243087557603687,-2.3202764976958505,-1.9009216589861744,-0.23732718894009253,-1.6578341013824875,-0.6981566820276499,0.8951612903225801,0.2384792626728114,-0.35483870967741993,1211.0,1112.0,1.0
34,-2.0,1.0,-1.0,44.512500000000045,31.112499999999955,2.5232634199246036,-3.2910974948446636,1.2860215053763433,1.3731182795698942,7.527956989247308,0.6913978494623656,1.1978494623655926,3.946236559139786,-0.08064516129032384,2.0516129032258057,0.30215053763440913,1.0903225806451609,1.8430107526881723,-0.7655913978494624,1.1688172043010745,1.0322580645161281,3.888172043010755,6.139784946236553,4.167741935483875,-0.8688172043010756,-3.6870967741935488,1.0247311827956995,2.7709677419354826,0.9881720430107528,1.4774193548387107,0.4172043010752686,4.378494623655914,-0.11612903225806548,0.8677419354838705,1.3258064516129053,1163.0,1390.0,0.0
35,1.0,0.0,1.0,60.59999999999991,51.725000000000136,0.5576783542009451,-5.872137963722196,-1.2781609195402304,-3.159770114942532,-0.7643678160919549,-0.03218390804597693,0.5701149425287362,-0.04137931034482811,3.7367816091954005,0.5402298850574727,1.7643678160919514,-2.0149425287356326,1.6172413793103444,1.5103448275862057,-0.2528735632183903,0.001149425287355399,0.7459770114942543,1.7149425287356337,7.643678160919542,0.5057471264367814,2.668965517241382,3.1804597701149433,-0.1758620689655146,-1.7873563218390807,-4.208045977011496,1.3965517241379306,1.1333333333333337,0.3011494252873561,0.6241379310344826,2.894252873563218,1181.0,1141.0,0.0
36,5.0,-4.0,1.0,105.45000000000005,89.46250000000009,11.287737734651571,2.9541178363732143,-0.1931034482758598,5.168965517241382,4.878160919540228,1.1850574712643684,2.4367816091954015,0.5333333333333332,1.9482758620689644,-2.1689655172413786,1.7827586206896555,0.833333333333333,0.4689655172413798,-2.862068965517242,-3.604597701149425,-5.250574712643678,3.0264367816091955,11.890804597701155,5.403448275862068,0.7999999999999998,1.5471264367816087,0.6103448275862071,3.589655172413792,1.1816091954023005,0.9000000000000004,4.926436781609195,0.658620689655173,-2.7137931034482783,-1.4850574712643692,-2.073563218390806,1242.0,1113.0,0.0
37,2.0,-5.0,-3.0,-102.22500000000014,-119.04999999999995,16.898526112911696,10.581185939793016,-0.30760368663594306,6.735023041474655,-1.2569124423963132,0.9078341013824884,2.306451612903224,-0.4827188940092171,-4.686635944700459,0.02880184331797153,-0.693548387096774,-0.4389400921658986,-0.6324884792626726,2.620967741935484,0.9020737327188932,0.6912442396313345,1.0529953917050712,10.950460829493089,-2.943548387096776,-1.6981566820276495,-5.717741935483872,-0.3767281105990783,-1.8317972350230391,2.579493087557605,-0.04147465437788078,0.29032258064516103,-0.6797235023041472,1.7718894009216584,6.210829493087557,5.4458525345622135,1266.0,1281.0,0.0
38,-2.0,3.0,1.0,105.5625,99.97500000000002,-8.166745921173018,1.5886514253325714,6.440860215053764,4.523655913978494,10.707526881720433,0.5258064516129028,-2.1000000000000014,2.544086021505377,3.606451612903225,4.192473118279571,-1.768817204301076,0.8483870967741938,2.016129032258065,1.2516129032258085,-3.6139784946236553,-4.491397849462366,0.1258064516129025,-1.5516129032258021,4.877419354838715,0.8569892473118284,1.6075268817204282,1.6537634408602155,1.4709677419354854,-1.3634408602150536,-0.39247311827957,0.45161290322580605,2.545161290322581,-2.907526881720429,3.554838709677419,3.7387096774193544,1323.0,1228.0,0.0
39,3.0,-2.0,1.0,-52.89999999999998,-44.41249999999991,9.74220736596665,1.9346663249960443,-3.7793103448275858,-3.1091954022988517,-5.426436781609198,-2.670114942528736,-7.881609195402298,-0.772413793103448,-0.6000000000000014,-5.567816091954024,-1.2310344827586217,-0.764367816091954,0.14942528735632177,-1.5701149425287326,0.6367816091954026,1.1850574712643684,-2.078160919540231,1.4172413793103402,-2.1908045977011525,1.052873563218391,1.9321839080459746,0.8919540229885055,0.5873563218390778,-1.833333333333334,-2.3724137931034477,0.3816091954022989,0.9735632183908045,1.4965517241379338,-0.21264367816091934,-0.9172413793103438,1328.0,1143.0,0.0
40,-0.0,2.0,2.0,157.2874999999999,157.36249999999995,-9.166629907960811,-2.4216283536180896,1.0511679644048932,2.907675194660733,7.026696329254726,0.543937708565073,3.230255839822023,4.567296996662957,1.0200222469410463,0.4727474972191317,0.4538375973303683,2.312569521690768,0.022246941045605872,-0.25583982202446975,3.9221357063403772,6.637374860956617,1.3526140155728577,-0.49944382647385765,3.1357063403781993,0.40378197997775356,0.9432703003337046,0.8509454949944395,3.2547274749721886,1.4638487208008897,3.805339265850945,0.6151279199110125,2.1724137931034484,2.49499443826474,-0.3170189098998879,-0.06117908787541637,1409.0,1458.0,1.0
41,5.0,-6.0,-1.0,-2.25,-8.8125,17.88712837863207,12.843724442720756,-0.1448275862068975,10.372413793103448,3.1252873563218415,0.5827586206896544,1.5758620689655167,0.2149425287356337,-1.2551724137931046,-0.14942528735632088,-2.179310344827586,-0.45402298850574674,0.5747126436781609,2.9011494252873575,1.7609195402298852,2.121839080459768,0.4379310344827587,14.151724137931033,2.541379310344823,0.47011494252873565,1.3908045977011518,2.825287356321839,4.364367816091953,1.1862068965517238,-0.796551724137931,-1.6195402298850574,-0.5873563218390805,2.1160919540229877,6.967816091954024,6.8873563218390785,1448.0,1120.0,1.0
